2023-03-12 10:47:09,948 celery.bootsteps DEBUG    | Worker: New boot order: {StateDB, Beat, Timer, Hub, Pool, Autoscaler, Consumer}
2023-03-12 10:47:17,214 salle_activite_view INFO     View inited...
2023-03-12 10:47:17,615 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_linsten_6[beaa861f-4e9e-42c8-9c66-8247297fe539]  
2023-03-12 10:47:17,617 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f16f7ac3550> (args:('salle_activite.tasks.start_linsten_6', 'beaa861f-4e9e-42c8-9c66-8247297fe539', {'lang': 'py', 'task': 'salle_activite.tasks.start_linsten_6', 'id': 'beaa861f-4e9e-42c8-9c66-8247297fe539', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': 'beaa861f-4e9e-42c8-9c66-8247297fe539', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': 'beaa861f-4e9e-42c8-9c66-8247297fe539', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:47:17,623 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_face_door_1[c064ae69-341e-42e7-b72b-3d22a991b441]  
2023-03-12 10:47:17,626 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f16f7ac3550> (args:('salle_activite.tasks.start_face_door_1', 'c064ae69-341e-42e7-b72b-3d22a991b441', {'lang': 'py', 'task': 'salle_activite.tasks.start_face_door_1', 'id': 'c064ae69-341e-42e7-b72b-3d22a991b441', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': 'c064ae69-341e-42e7-b72b-3d22a991b441', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': 'c064ae69-341e-42e7-b72b-3d22a991b441', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:47:17,631 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_linsten_6[beaa861f-4e9e-42c8-9c66-8247297fe539] pid:1057
2023-03-12 10:47:17,640 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_face_door_2[3325372e-2d07-4bf0-9503-28beb43c0cd6]  
2023-03-12 10:47:17,652 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f16f7ac3550> (args:('salle_activite.tasks.start_face_door_2', '3325372e-2d07-4bf0-9503-28beb43c0cd6', {'lang': 'py', 'task': 'salle_activite.tasks.start_face_door_2', 'id': '3325372e-2d07-4bf0-9503-28beb43c0cd6', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': '3325372e-2d07-4bf0-9503-28beb43c0cd6', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': '3325372e-2d07-4bf0-9503-28beb43c0cd6', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:47:17,660 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_face_door_1[c064ae69-341e-42e7-b72b-3d22a991b441] pid:1059
2023-03-12 10:47:17,665 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_face_door_2[3325372e-2d07-4bf0-9503-28beb43c0cd6] pid:1058
2023-03-12 10:47:18,083 celery.app.trace INFO     Task salle_activite.tasks.start_face_door_2[3325372e-2d07-4bf0-9503-28beb43c0cd6] succeeded in 0.41680489999998827s: None
2023-03-12 10:47:18,488 celery.app.trace INFO     Task salle_activite.tasks.start_face_door_1[c064ae69-341e-42e7-b72b-3d22a991b441] succeeded in 0.8496488000000681s: None
2023-03-12 10:47:23,116 celery.app.trace INFO     Task salle_activite.tasks.start_linsten_6[beaa861f-4e9e-42c8-9c66-8247297fe539] succeeded in 5.492218000000321s: None
2023-03-12 10:50:35,193 celery.bootsteps DEBUG    | Worker: Closing Hub...
2023-03-12 10:50:35,194 celery.bootsteps DEBUG    | Worker: Closing Pool...
2023-03-12 10:50:35,195 celery.bootsteps DEBUG    | Worker: Closing Consumer...
2023-03-12 10:50:35,196 celery.bootsteps DEBUG    | Worker: Stopping Consumer...
2023-03-12 10:50:35,197 celery.bootsteps DEBUG    | Consumer: Closing Connection...
2023-03-12 10:50:35,198 celery.bootsteps DEBUG    | Consumer: Closing Events...
2023-03-12 10:50:35,199 celery.bootsteps DEBUG    | Consumer: Closing Mingle...
2023-03-12 10:50:35,199 celery.bootsteps DEBUG    | Consumer: Closing Tasks...
2023-03-12 10:50:35,200 celery.bootsteps DEBUG    | Consumer: Closing Control...
2023-03-12 10:50:35,200 celery.bootsteps DEBUG    | Consumer: Closing Gossip...
2023-03-12 10:50:35,201 celery.bootsteps DEBUG    | Consumer: Closing Heart...
2023-03-12 10:50:35,201 celery.bootsteps DEBUG    | Consumer: Closing event loop...
2023-03-12 10:50:35,202 celery.bootsteps DEBUG    | Consumer: Stopping event loop...
2023-03-12 10:50:35,203 celery.bootsteps DEBUG    | Consumer: Stopping Heart...
2023-03-12 10:50:35,205 celery.bootsteps DEBUG    | Consumer: Stopping Gossip...
2023-03-12 10:50:35,209 celery.bootsteps DEBUG    | Consumer: Stopping Control...
2023-03-12 10:50:35,212 celery.bootsteps DEBUG    | Consumer: Stopping Tasks...
2023-03-12 10:50:35,213 celery.worker.consumer.tasks DEBUG    Canceling task consumer...
2023-03-12 10:50:35,214 celery.bootsteps DEBUG    | Consumer: Stopping Mingle...
2023-03-12 10:50:35,214 celery.bootsteps DEBUG    | Consumer: Stopping Events...
2023-03-12 10:50:35,215 celery.bootsteps DEBUG    | Consumer: Stopping Connection...
2023-03-12 10:50:35,216 celery.bootsteps DEBUG    | Worker: Stopping Pool...
2023-03-12 10:50:35,353 celery.concurrency.asynpool DEBUG    removing tasks from inqueue until task handler finished
2023-03-12 10:50:43,141 celery.bootsteps DEBUG    | Worker: Preparing bootsteps.
2023-03-12 10:50:43,145 celery.bootsteps DEBUG    | Worker: Building graph...
2023-03-12 10:50:43,146 celery.bootsteps DEBUG    | Worker: New boot order: {Timer, Hub, Pool, Autoscaler, StateDB, Beat, Consumer}
2023-03-12 10:50:43,170 celery.bootsteps DEBUG    | Consumer: Preparing bootsteps.
2023-03-12 10:50:43,171 celery.bootsteps DEBUG    | Consumer: Building graph...
2023-03-12 10:50:43,213 celery.bootsteps DEBUG    | Consumer: New boot order: {Connection, Events, Mingle, Tasks, Control, Agent, Heart, Gossip, event loop}
2023-03-12 10:50:43,256 celery.bootsteps DEBUG    | Worker: Starting Hub
2023-03-12 10:50:43,256 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:43,257 celery.bootsteps DEBUG    | Worker: Starting Pool
2023-03-12 10:50:43,648 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:43,649 celery.bootsteps DEBUG    | Worker: Starting Consumer
2023-03-12 10:50:43,650 celery.bootsteps DEBUG    | Consumer: Starting Connection
2023-03-12 10:50:43,670 celery.worker.consumer.connection INFO     Connected to redis://localhost:6379//
2023-03-12 10:50:43,670 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:43,671 celery.bootsteps DEBUG    | Consumer: Starting Events
2023-03-12 10:50:43,683 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:43,683 celery.bootsteps DEBUG    | Consumer: Starting Mingle
2023-03-12 10:50:43,684 celery.worker.consumer.mingle INFO     mingle: searching for neighbors
2023-03-12 10:50:44,705 celery.worker.consumer.mingle INFO     mingle: all alone
2023-03-12 10:50:44,705 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:44,706 celery.bootsteps DEBUG    | Consumer: Starting Tasks
2023-03-12 10:50:44,720 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:44,721 celery.bootsteps DEBUG    | Consumer: Starting Control
2023-03-12 10:50:44,727 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:44,728 celery.bootsteps DEBUG    | Consumer: Starting Heart
2023-03-12 10:50:44,733 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:44,734 celery.bootsteps DEBUG    | Consumer: Starting Gossip
2023-03-12 10:50:44,740 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 10:50:44,741 celery.bootsteps DEBUG    | Consumer: Starting event loop
2023-03-12 10:50:44,743 celery.bootsteps DEBUG    | Worker: Hub.register Pool...
2023-03-12 10:50:44,748 celery.apps.worker INFO     celery@DESKTOP-ACIBNGT ready.
2023-03-12 10:50:44,749 kombu.common DEBUG    basic.qos: prefetch_count->16
2023-03-12 10:50:49,260 salle_activite_view INFO     View inited...
2023-03-12 10:50:49,265 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_linsten_6[7f4de898-b834-49da-8937-0a8fcf8c094a]  
2023-03-12 10:50:49,266 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f8ec6163550> (args:('salle_activite.tasks.start_linsten_6', '7f4de898-b834-49da-8937-0a8fcf8c094a', {'lang': 'py', 'task': 'salle_activite.tasks.start_linsten_6', 'id': '7f4de898-b834-49da-8937-0a8fcf8c094a', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': '7f4de898-b834-49da-8937-0a8fcf8c094a', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': '7f4de898-b834-49da-8937-0a8fcf8c094a', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:50:49,277 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_face_door_1[f18c84db-7c95-4719-8ce1-565d5b8ad021]  
2023-03-12 10:50:49,280 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f8ec6163550> (args:('salle_activite.tasks.start_face_door_1', 'f18c84db-7c95-4719-8ce1-565d5b8ad021', {'lang': 'py', 'task': 'salle_activite.tasks.start_face_door_1', 'id': 'f18c84db-7c95-4719-8ce1-565d5b8ad021', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': 'f18c84db-7c95-4719-8ce1-565d5b8ad021', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': 'f18c84db-7c95-4719-8ce1-565d5b8ad021', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:50:49,285 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_linsten_6[7f4de898-b834-49da-8937-0a8fcf8c094a] pid:1128
2023-03-12 10:50:49,294 celery.worker.strategy INFO     Received task: salle_activite.tasks.start_face_door_2[3be34100-6354-4e76-bd6b-a214af011902]  
2023-03-12 10:50:49,296 celery.pool  DEBUG    TaskPool: Apply <function _fast_trace_task at 0x7f8ec6163550> (args:('salle_activite.tasks.start_face_door_2', '3be34100-6354-4e76-bd6b-a214af011902', {'lang': 'py', 'task': 'salle_activite.tasks.start_face_door_2', 'id': '3be34100-6354-4e76-bd6b-a214af011902', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': '3be34100-6354-4e76-bd6b-a214af011902', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen1049@DESKTOP-ACIBNGT', 'reply_to': '4ea848c1-6325-30ec-8624-639251edbbdd', 'correlation_id': '3be34100-6354-4e76-bd6b-a214af011902', 'hostname': 'celery@DESKTOP-ACIBNGT', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered': None}, 'args': [], 'kwargs': {}}, b'[[], {}, {"callbacks": null, "errbacks": null, "chain": null, "chord": null}]', 'application/json', 'utf-8') kwargs:{})
2023-03-12 10:50:49,304 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_face_door_2[3be34100-6354-4e76-bd6b-a214af011902] pid:1129
2023-03-12 10:50:49,309 celery.worker.request DEBUG    Task accepted: salle_activite.tasks.start_face_door_1[f18c84db-7c95-4719-8ce1-565d5b8ad021] pid:1130
2023-03-12 10:50:49,730 celery.app.trace INFO     Task salle_activite.tasks.start_face_door_1[f18c84db-7c95-4719-8ce1-565d5b8ad021] succeeded in 0.4280298000003313s: None
2023-03-12 10:50:49,763 celery.app.trace INFO     Task salle_activite.tasks.start_face_door_2[3be34100-6354-4e76-bd6b-a214af011902] succeeded in 0.46127330000035727s: None
2023-03-12 10:50:54,907 celery.app.trace INFO     Task salle_activite.tasks.start_linsten_6[7f4de898-b834-49da-8937-0a8fcf8c094a] succeeded in 5.633148400000209s: None
2023-03-12 10:51:08,791 django.request WARNING  Bad Request: /rest-api/salle-activite/openthedoor/2/
2023-03-12 10:51:48,879 django.request WARNING  Bad Request: /rest-api/salle-activite/openthedoor/2/
2023-03-12 10:52:42,128 django.utils.autoreload INFO     /mnt/c/Users/Taki Eddine/Desktop/gym/new_gym/backend/salle_activite/views.py changed, reloading.
2023-03-12 10:52:44,900 django.utils.autoreload INFO     Watching for file changes with StatReloader
2023-03-12 10:52:50,406 django.request WARNING  Bad Request: /rest-api/salle-activite/openthedoor/2/
2023-03-12 10:53:31,779 celery.bootsteps DEBUG    | Worker: Closing Hub...
2023-03-12 10:53:31,779 celery.bootsteps DEBUG    | Worker: Closing Pool...
2023-03-12 10:53:31,780 celery.bootsteps DEBUG    | Worker: Closing Consumer...
2023-03-12 10:53:31,782 celery.bootsteps DEBUG    | Worker: Stopping Consumer...
2023-03-12 10:53:31,784 celery.bootsteps DEBUG    | Consumer: Closing Connection...
2023-03-12 10:53:31,784 celery.bootsteps DEBUG    | Consumer: Closing Events...
2023-03-12 10:53:31,785 celery.bootsteps DEBUG    | Consumer: Closing Mingle...
2023-03-12 10:53:31,786 celery.bootsteps DEBUG    | Consumer: Closing Tasks...
2023-03-12 10:53:31,786 celery.bootsteps DEBUG    | Consumer: Closing Control...
2023-03-12 10:53:31,787 celery.bootsteps DEBUG    | Consumer: Closing Heart...
2023-03-12 10:53:31,788 celery.bootsteps DEBUG    | Consumer: Closing Gossip...
2023-03-12 10:53:31,790 celery.bootsteps DEBUG    | Consumer: Closing event loop...
2023-03-12 10:53:31,792 celery.bootsteps DEBUG    | Consumer: Stopping event loop...
2023-03-12 10:53:31,793 celery.bootsteps DEBUG    | Consumer: Stopping Gossip...
2023-03-12 10:53:31,800 celery.bootsteps DEBUG    | Consumer: Stopping Heart...
2023-03-12 10:53:31,802 celery.bootsteps DEBUG    | Consumer: Stopping Control...
2023-03-12 10:53:31,805 celery.bootsteps DEBUG    | Consumer: Stopping Tasks...
2023-03-12 10:53:31,806 celery.worker.consumer.tasks DEBUG    Canceling task consumer...
2023-03-12 10:53:31,808 celery.bootsteps DEBUG    | Consumer: Stopping Mingle...
2023-03-12 10:53:31,809 celery.bootsteps DEBUG    | Consumer: Stopping Events...
2023-03-12 10:53:31,810 celery.bootsteps DEBUG    | Consumer: Stopping Connection...
2023-03-12 10:53:31,811 celery.bootsteps DEBUG    | Worker: Stopping Pool...
2023-03-12 10:53:31,999 celery.concurrency.asynpool DEBUG    removing tasks from inqueue until task handler finished
2023-03-12 10:54:08,928 django.request WARNING  Bad Request: /rest-api/salle-activite/openthedoor/2/
2023-03-12 10:54:14,459 django.request WARNING  Bad Request: /rest-api/salle-activite/openthedoor/2/
2023-03-12 10:54:29,766 django.utils.autoreload INFO     Watching for file changes with StatReloader
2023-03-12 10:59:08,623 django.utils.autoreload INFO     Watching for file changes with StatReloader
2023-03-12 14:59:55,423 celery.bootsteps DEBUG    | Worker: Preparing bootsteps.
2023-03-12 14:59:55,428 celery.bootsteps DEBUG    | Worker: Building graph...
2023-03-12 14:59:55,429 celery.bootsteps DEBUG    | Worker: New boot order: {StateDB, Timer, Hub, Pool, Autoscaler, Beat, Consumer}
2023-03-12 14:59:55,450 celery.bootsteps DEBUG    | Consumer: Preparing bootsteps.
2023-03-12 14:59:55,451 celery.bootsteps DEBUG    | Consumer: Building graph...
2023-03-12 14:59:55,480 celery.bootsteps DEBUG    | Consumer: New boot order: {Connection, Events, Heart, Mingle, Tasks, Control, Agent, Gossip, event loop}
2023-03-12 14:59:55,522 celery.bootsteps DEBUG    | Worker: Starting Hub
2023-03-12 14:59:55,522 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 14:59:55,522 celery.bootsteps DEBUG    | Worker: Starting Pool
2023-03-12 14:59:56,210 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 14:59:56,211 celery.bootsteps DEBUG    | Worker: Starting Consumer
2023-03-12 14:59:56,211 celery.bootsteps DEBUG    | Consumer: Starting Connection
2023-03-12 14:59:56,220 celery.worker.consumer.consumer ERROR    consumer: Cannot connect to redis://localhost:6379//: Error 111 connecting to localhost:6379. Connection refused..
Trying again in 2.00 seconds... (1/100)

2023-03-12 14:59:58,224 celery.worker.consumer.consumer ERROR    consumer: Cannot connect to redis://localhost:6379//: Error 111 connecting to localhost:6379. Connection refused..
Trying again in 4.00 seconds... (2/100)

2023-03-12 15:00:02,234 celery.worker.consumer.connection INFO     Connected to redis://localhost:6379//
2023-03-12 15:00:02,235 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:02,235 celery.bootsteps DEBUG    | Consumer: Starting Events
2023-03-12 15:00:02,238 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:02,239 celery.bootsteps DEBUG    | Consumer: Starting Heart
2023-03-12 15:00:02,242 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:02,243 celery.bootsteps DEBUG    | Consumer: Starting Mingle
2023-03-12 15:00:02,244 celery.worker.consumer.mingle INFO     mingle: searching for neighbors
2023-03-12 15:00:03,255 celery.worker.consumer.mingle INFO     mingle: all alone
2023-03-12 15:00:03,256 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:03,257 celery.bootsteps DEBUG    | Consumer: Starting Tasks
2023-03-12 15:00:03,267 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:03,267 celery.bootsteps DEBUG    | Consumer: Starting Control
2023-03-12 15:00:03,273 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:03,273 celery.bootsteps DEBUG    | Consumer: Starting Gossip
2023-03-12 15:00:03,280 celery.bootsteps DEBUG    ^-- substep ok
2023-03-12 15:00:03,280 celery.bootsteps DEBUG    | Consumer: Starting event loop
2023-03-12 15:00:03,281 celery.bootsteps DEBUG    | Worker: Hub.register Pool...
2023-03-12 15:00:03,283 py.warnings  WARNING  /mnt/c/Users/amd/Desktop/Octogym/venv/lib/python3.8/site-packages/celery/fixups/django.py:203: UserWarning: Using settings.DEBUG leads to a memory
            leak, never use this setting in production environments!
  warnings.warn('''Using settings.DEBUG leads to a memory

2023-03-12 15:00:03,284 celery.apps.worker INFO     celery@DESKTOP-PC6U1IH ready.
2023-03-12 15:00:03,285 kombu.common DEBUG    basic.qos: prefetch_count->32
2023-03-12 15:00:08,642 django.utils.autoreload INFO     Watching for file changes with StatReloader
2023-03-12 15:12:17,645 salle_activite_view INFO     View inited...
2023-03-12 15:12:17,753 celery.worker.strategy INFO     Task salle_activite.tasks.start_linsten_6[158d8a66-a269-4af2-912d-a10f5c205adc] received
2023-03-12 15:12:17,753 celery.pool  DEBUG    TaskPool: Apply <function fast_trace_task at 0x7f55261afca0> (args:('salle_activite.tasks.start_linsten_6', '158d8a66-a269-4af2-912d-a10f5c205adc', {'lang': 'py', 'task': 'salle_activite.tasks.start_linsten_6', 'id': '158d8a66-a269-4af2-912d-a10f5c205adc', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': '158d8a66-a269-4af2-912d-a10f5c205adc', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen440@DESKTOP-PC6U1IH', 'ignore_result': False, 'properties': {'correlation_id': '158d8a66-a269-4af2-912d-a10f5c205adc', 'reply_to': '120cde23-4d0f-338a-b083-f886355ffa70', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery'}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'b5778392-fa90-44c9-bd55-14cc485f6734'}, 'reply_to': '120cde23-4d0f-338a-b083-f886355ffa70', 'correlation_id': '158d8a66-a269-4af2-912d-a10f5c205adc', 'hostname': 'celery@DESKTOP-PC6U1IH', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0, 'redelivered':... kwargs:{})
2023-03-12 15:12:17,756 celery.worker.strategy INFO     Task salle_activite.tasks.start_face_door_1[58802c8f-ee74-4e06-aa19-7cd3beedbbaa] received
2023-03-12 15:12:17,757 celery.pool  DEBUG    TaskPool: Apply <function fast_trace_task at 0x7f55261afca0> (args:('salle_activite.tasks.start_face_door_1', '58802c8f-ee74-4e06-aa19-7cd3beedbbaa', {'lang': 'py', 'task': 'salle_activite.tasks.start_face_door_1', 'id': '58802c8f-ee74-4e06-aa19-7cd3beedbbaa', 'shadow': None, 'eta': None, 'expires': None, 'group': None, 'group_index': None, 'retries': 0, 'timelimit': [None, None], 'root_id': '58802c8f-ee74-4e06-aa19-7cd3beedbbaa', 'parent_id': None, 'argsrepr': '()', 'kwargsrepr': '{}', 'origin': 'gen440@DESKTOP-PC6U1IH', 'ignore_result': False, 'properties': {'correlation_id': '58802c8f-ee74-4e06-aa19-7cd3beedbbaa', 'reply_to': '120cde23-4d0f-338a-b083-f886355ffa70', 'delivery_mode': 2, 'delivery_info': {'exchange': '', 'routing_key': 'celery'}, 'priority': 0, 'body_encoding': 'base64', 'delivery_tag': 'a4ebfad1-861c-4dd1-98e7-16771b491138'}, 'reply_to': '120cde23-4d0f-338a-b083-f886355ffa70', 'correlation_id': '58802c8f-ee74-4e06-aa19-7cd3beedbbaa', 'hostname': 'celery@DESKTOP-PC6U1IH', 'delivery_info': {'exchange': '', 'routing_key': 'celery', 'priority': 0,... kwargs:{})
2023-03-12 15:12:17,760 celery.worker.strategy INFO     Task salle_activite.tasks.start_face_door_2[c43a8221-c2c8-4252-84d5-66aa6ab94895] received
